date,A,B,C,D,E,GS,FS,GN,FN,MW,ME,HW,HE,L,N,KW,KE,S,PS,PN,T,RS,RC,RN
2020-04-09,6,6,9,53,64,184,13,12,15,20,24,19,37,17,15,46,30,20,18,36,7,20,15,9
2020-04-10,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-11,9,14,10,66,104,243,15,31,26,26,48,25,59,31,20,57,45,33,23,39,8,28,21,12
2020-04-12,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,39,46,13,130,135,360,41,97,58,62,95,36,96,85,38,88,90,67,34,57,11,36,26,13
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-18,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-19,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,118,58,23,207,349,487,119,251,228,104,149,79,154,240,76,222,181,90,68,97,23,71,30,20
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-25,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-26,127,74,33,285,466,600,154,349,359,160,210,115,263,371,109,373,265,131,95,120,32,94,56,29
2020-04-27,133,60,37,307,475,628,166,401,346,164,242,131,284,393,116,413,301,141,99,131,36,91,69,30
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,136,66,44,328,518,641,195,442,364,201,259,140,310,428,121,435,320,153,112,133,41,95,73,34
2020-04-30,159,76,47,347,605,693,251,532,437,225,286,158,351,458,137,496,381,167,133,143,43,106,77,37
2020-05-01,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-02,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-03,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-08,283,171,95,652,1130,1044,493,1116,991,501,625,278,728,760,324,903,715,320,282,270,170,225,159,68
2020-05-09,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-10,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-11,372,169,121,525,1270,1033,507,1261,1103,463,701,300,772,874,287,991,707,306,251,262,157,246,199,95
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-14,449,206,148,581,1406,1216,619,1445,1275,531,809,340,917,1000,347,1096,782,359,286,300,184,260,239,121
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16,478,214,154,609,1466,1263,670,1540,1418,542,881,364,995,1076,371,1129,815,409,309,324,209,275,249,138
2020-05-17,506,232,165,640,1533,1300,720,1638,1482,576,943,386,1069,1144,417,1165,854,444,331,346,223,302,264,147
2020-05-18,536,255,168,659,1576,1332,768,1721,1549,620,998,407,1123,1214,456,1199,903,470,358,362,259,336,289,151
2020-05-19,560,281,188,703,1658,1387,831,1867,1643,664,1092,440,1242,1319,572,1292,1003,555,406,414,308,371,317,160
2020-05-20,583,293,195,726,1750,1424,890,1948,1719,704,1157,463,1322,1418,665,1377,1075,605,454,452,328,397,335,170
2020-05-21,608,309,219,757,1797,1476,991,2029,1780,757,1233,519,1410,1531,728,1459,1174,666,519,529,377,434,372,182
2020-05-22,652,322,239,782,1856,1539,1065,2124,1851,795,1302,562,1498,1627,803,1555,1250,733,590,595,424,466,392,191
2020-05-23,683,339,244,816,1913,1584,1161,2204,1930,830,1350,593,1621,1742,898,1632,1349,794,634,671,445,527,422,206
2020-05-24,713,355,271,875,2043,1646,1252,2323,2030,882,1427,640,1757,1888,1015,1697,1447,863,683,759,488,566,479,228
2020-05-25,747,377,308,930,2147,1705,1349,2419,2110,967,1484,678,1836,1999,1134,1774,1544,942,733,824,525,601,507,242
2020-05-26,834,411,349,1014,2331,1811,1530,2598,2292,1071,1620,773,2006,2197,1366,1968,1741,1155,830,946,579,702,612,273
2020-05-27,855,424,363,1046,2383,1862,1596,2671,2343,1109,1656,797,2053,2252,1451,2009,1796,1214,854,992,590,736,653,283
2020-05-28,882,435,380,1075,2438,1905,1648,2728,2377,1165,1696,823,2094,2321,1525,2049,1875,1278,889,1049,626,767,679,309
2020-05-29,911,460,401,1104,2487,1966,1741,2816,2456,1225,1761,861,2155,2418,1614,2121,1958,1377,925,1119,667,804,724,350
2020-05-30,944,484,412,1128,2528,2008,1816,2900,2517,1268,1814,908,2221,2495,1676,2210,2107,1461,968,1239,709,875,776,389
2020-05-31,966,509,421,1169,2583,2066,1939,2986,2572,1324,1885,952,2264,2594,1804,2267,2218,1546,1004,1342,743,931,825,415
2020-06-01,1001,521,432,1197,2616,2110,2033,3065,2622,1362,1953,974,2310,2668,1892,2348,2292,1619,1051,1426,785,975,864,438
2020-06-02,1022,542,442,1230,2678,2160,2114,3127,2684,1412,2047,1020,2385,2726,1984,2430,2402,1705,1086,1511,823,1049,897,469
2020-06-03,1045,560,464,1258,2712,2190,2192,3196,2726,1446,2079,1056,2432,2773,2050,2468,2490,1786,1115,1582,853,1160,949,486
2020-06-04,1075,568,476,1291,2738,2239,2269,3258,2770,1496,2124,1102,2476,2847,2127,2559,2571,1882,1163,1683,908,1227,981,506
2020-06-05,1101,588,495,1320,2775,2287,2347,3316,2805,1544,2197,1134,2535,2914,2197,2626,2723,1992,1261,1839,941,1268,1034,538
2020-06-06,1127,599,515,1363,2811,2315,2400,3372,2830,1579,2246,1173,2568,2974,2271,2679,2841,2080,1300,1957,978,1311,1073,561
2020-06-07,1143,614,524,1392,2852,2345,2473,3416,2882,1640,2272,1217,2610,3026,2361,2740,2994,2164,1348,2048,1020,1364,1124,610
2020-06-08,1170,629,569,1443,2922,2404,2534,3456,2934,1720,2296,1256,2648,3094,2437,2808,3095,2265,1397,2207,1060,1421,1184,627
2020-06-09,1198,641,607,1481,2967,2451,2619,3500,2987,1778,2321,1301,2684,3149,2519,2860,3220,2350,1444,2291,1098,1506,1239,682
2020-06-10,1214,649,623,1518,2989,2472,2658,3568,3001,1803,2356,1352,2726,3210,2576,2919,3332,2417,1480,2353,1129,1558,1276,715
2020-06-11,1237,671,656,1559,3029,2548,2737,3618,3045,1867,2395,1401,2782,3258,2703,2982,3486,2536,1518,2469,1199,1651,1330,758
2020-06-12,1256,686,666,1587,3085,2593,2817,3668,3078,1935,2444,1453,2813,3329,2814,3062,3616,2663,1572,2569,1270,1756,1428,811
2020-06-13,1288,699,680,1625,3144,2628,2901,3729,3111,2000,2467,1494,2844,3373,2878,3138,3782,2794,1626,2664,1310,1819,1475,868
2020-06-14,1320,707,710,1662,3181,2687,2972,3779,3145,2061,2492,1533,2880,3414,2958,3202,3924,2911,1698,2769,1358,1879,1542,928
2020-06-15,1347,715,731,1718,3254,2815,3070,3834,3221,2115,2535,1603,2963,3458,3027,3322,4076,3047,1776,2898,1406,1965,1628,976
2020-06-16,1361,726,736,1745,3290,2791,3125,3917,3248,2130,2588,1643,2984,3519,3101,3380,4130,3110,1788,2996,1448,2007,1669,1008
2020-06-17,1384,734,748,1777,3303,2832,3173,3972,3270,2167,2600,1694,3005,3548,3135,3443,4223,3166,1837,3076,1484,2052,1716,1046
2020-06-18,1407,746,772,1835,3336,2878,3229,4037,3312,2204,2629,1738,3038,3591,3176,3505,4336,3272,1875,3207,1555,2113,1796,1097
2020-06-19,1580,688,837,1900,3340,3023,3313,4284,3245,2206,2818,1616,3107,3657,3272,3693,4405,3255,1952,3378,1676,2090,1825,1274
2020-06-20,1598,701,850,1950,3385,3059,3372,4343,3267,2229,2842,1685,3129,3708,3319,3781,4489,3399,1991,3488,1736,2142,1882,1318
2020-06-21,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,1627,718,887,2021,3453,3153,3502,4443,3309,2292,2909,1783,3182,3774,3437,3915,4663,3587,2054,3720,1870,2277,2045,1385
2020-06-23,1640,721,895,2068,3487,3186,3556,4499,3338,2308,2937,1832,3197,3799,3500,3997,4746,3677,2083,3807,1934,2327,2117,1425
2020-06-24,1652,725,900,2097,3499,3209,3594,4534,3349,2323,2955,1853,3210,3828,3548,4053,4841,3754,2123,3870,1980,2363,2180,1455
2020-06-25,1668,733,910,2143,3528,3257,3652,4581,3373,2349,2979,1903,3227,3862,3623,4102,4903,3857,2160,3966,2054,2424,2247,1480
2020-06-26,1693,737,937,2205,3558,3299,3717,4640,3394,2389,2997,1953,3250,3909,3689,4174,4989,3978,2206,4079,2141,2499,2326,1525
2020-06-27,1708,740,951,2259,3553,3381,3781,4688,3423,2410,3044,1999,3264,3942,3739,4252,5097,4096,2243,4157,2234,2563,2422,1563
2020-06-28,1754,748,1017,2387,3108,3593,3861,4739,3323,2310,3031,1835,3441,4017,3821,4370,5082,4119,2289,4281,2336,2635,2482,1572
2020-06-29,1776,750,1046,2448,3139,3645,3916,4811,3359,2341,3065,1880,3458,4051,3878,4421,5172,4240,2320,4396,2437,2698,2554,1602
2020-06-30,1788,760,1055,2493,3164,3683,3979,4864,3403,2378,3101,1910,3469,4087,3960,4472,5242,4381,2364,4486,2536,2745,2624,1633
2020-07-01,1817,772,1065,2533,3186,3711,4011,4913,3426,2386,3117,1942,3484,4110,4009,4512,5301,4430,2396,4553,2608,2791,2691,1671
2020-07-02,1833,777,1085,2601,3225,3758,4084,4967,3462,2430,3154,1991,3514,4155,4082,4616,5401,4552,2437,4671,2716,2880,2785,1705
2020-07-03,1863,783,1092,2648,3266,3811,4155,5032,3499,2464,3185,2018,3536,4193,4143,4706,5507,4646,2526,4815,2820,2997,2914,1759
2020-07-04,1876,787,1103,2695,3289,3854,4198,5099,3540,2496,3234,2064,3570,4218,4205,4771,5586,4756,2570,4938,2945,3079,3009,1807
2020-07-05,1894,798,1114,2742,3323,3900,4268,5156,3571,2526,3273,2093,3587,4257,4256,4828,5660,4838,2597,5015,3025,3171,3070,1841
2020-07-06,1915,799,1126,2794,3361,3935,4303,5217,3607,2560,3313,2128,3610,4290,4319,4915,5715,4909,2636,5129,3122,3250,3201,1889
2020-07-07,1940,803,1146,2844,3394,3970,4354,5276,3636,2586,3349,2154,3635,4322,4376,4987,5781,5003,2667,5242,3199,3330,3265,1938
2020-07-08,1943,807,1158,2877,3422,3997,4398,5307,3661,2608,3369,2168,3644,4346,4410,5038,5834,5052,2697,5282,3237,3393,3343,1965
2020-07-09,1961,812,1174,2928,3477,4039,4457,5378,3696,2650,3396,2201,3669,4379,4466,5121,5934,5132,2737,5382,3350,3472,3410,2023
2020-07-10,1975,817,1194,3011,3508,4082,4498,5429,3729,2682,3427,2238,3687,4419,4526,5212,5980,5208,2775,5490,3428,3582,3511,2069
2020-07-11,2006,827,1227,3083,3557,4124,4540,5499,3765,2731,3458,2278,3702,4456,4598,5300,6051,5280,2810,5603,3515,3636,3613,2121
2020-07-12,2025,842,1246,3146,3597,4167,4603,5550,3785,2761,3481,2316,3719,4489,4684,5368,6148,5352,2848,5695,3599,3728,3727,2146
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,2098,863,1277,3283,3681,4231,4711,5642,3859,2820,3531,2393,3743,4555,4853,5490,6268,5497,2916,5854,3776,3843,3889,2226
2020-07-15,2114,869,1286,3336,3706,4254,4752,5713,3892,2847,3559,2424,3751,4580,4904,5543,6318,5531,2937,5917,3818,3897,4000,2245
2020-07-16,2170,875,1310,3404,3749,4325,4802,5807,3925,2890,3596,2470,3769,4604,4971,5613,6395,5603,2972,6012,3898,3981,4087,2283
2020-07-17,2221,887,1319,3464,3807,4369,4868,5892,3957,2920,3632,2508,3804,4650,5030,5706,6475,5690,3035,6078,3976,4086,4222,2333
2020-07-18,2246,891,1349,3530,3849,4398,4911,5954,3988,2944,3669,2547,3821,4702,5114,5750,6543,5749,3084,6151,4043,4148,4306,2373
2020-07-19,2276,897,1368,3586,3897,4440,4946,6001,4017,2965,3691,2583,3845,4737,5188,5813,6590,5797,3136,6222,4095,4246,4426,2421
2020-07-20,2313,908,1383,3648,3949,4502,5021,6079,4090,3019,3732,2622,3889,4791,5284,5901,6662,5872,3193,6312,4158,4311,4509,2455
2020-07-21,2338,909,1400,3696,3982,4530,5064,6139,4125,3045,3767,2651,3904,4832,5335,5947,6715,5920,3226,6368,4215,4392,4585,2481
2020-07-22,2368,911,1407,3752,4016,4557,5112,6157,4151,3061,3792,2681,3923,4863,5373,6025,6781,5952,3254,6426,4259,4482,4674,2510
2020-07-23,2398,918,1420,3833,4065,4620,5167,6243,4195,3089,3841,2709,3948,4892,5442,6081,6829,6011,3304,6503,4337,4540,4777,2549
2020-07-24,2448,927,1436,3903,4110,4659,5204,6288,4236,3119,3865,2740,3980,4915,5515,6137,6901,6083,3364,6591,4385,4608,4886,2582
2020-07-25,2466,934,1453,3999,4146,4709,5249,6349,4261,3147,3893,2763,3992,4945,5565,6180,6962,6128,3404,6642,4451,4671,4958,2606
2020-07-26,2533,933,1438,3974,4242,4744,5024,6426,4269,3166,3922,2837,3925,4902,5683,6210,6989,6164,3448,6583,4491,4780,4994,2616
2020-07-27,2556,937,1452,4018,4276,4786,5095,6481,4308,3199,3978,2864,3950,4947,5725,6245,7055,6206,3492,6663,4563,4835,5048,2637
2020-07-28,2579,951,1467,4105,4306,4818,5143,6532,4339,3225,3999,2890,3965,4982,5766,6285,7112,6240,3514,6724,4632,4904,5112,2664
2020-07-29,2606,956,1473,4162,4341,4846,5170,6557,4361,3242,4014,2922,3978,5000,5804,6304,7150,6272,3539,6758,4670,4937,5169,2684
2020-07-30,2630,970,1490,4229,4370,4887,5213,6612,4402,3273,4047,2956,3991,5043,5850,6354,7209,6300,3583,6815,4720,4987,5258,2732
2020-07-31,2657,975,1503,4294,4396,4930,5260,6676,4436,3297,4078,2996,4015,5067,5917,6405,7278,6350,3647,6881,4795,5048,5381,2770
2020-08-01,2692,985,1520,4365,4449,4982,5299,6750,4460,3323,4111,3021,4031,5105,5963,6445,7330,6404,3677,6945,4831,5113,5450,2808
2020-08-02,2712,999,1530,4423,4477,5009,5346,6811,4500,3349,4144,3050,4050,5132,6001,6497,7384,6458,3720,6999,4882,5166,5532,2851
2020-08-03,2748,1014,1542,4492,4518,5070,5402,6858,4533,3388,4189,3066,4066,5176,6058,6549,7419,6494,3751,7051,4929,5228,5609,2887
2020-08-04,2762,1030,1554,4552,4550,5118,5448,6935,4575,3407,4216,3088,4084,5211,6094,6579,7453,6524,3783,7107,4971,5284,5680,2913
2020-08-05,2801,1043,1564,4598,4580,5141,5472,6960,4590,3428,4225,3114,4097,5230,6132,6618,7487,6556,3809,7134,5024,5320,5723,2927
2020-08-06,2823,1056,1578,4663,4626,5177,5515,7031,4629,3467,4242,3157,4124,5259,6178,6658,7532,6610,3844,7201,5085,5402,5818,2952
2020-08-07,2858,1067,1588,4706,4664,5212,5558,7078,4647,3496,4281,3176,4140,5280,6222,6703,7578,6642,3870,7229,5133,5437,5904,2974
2020-08-08,2872,1081,1606,4738,4701,5243,5603,7116,4684,3512,4294,3201,4167,5308,6263,6729,7609,6682,3915,7269,5167,5471,5996,3000
2020-08-09,2931,1091,1627,4817,4746,5303,5656,7174,4708,3555,4326,3230,4188,5340,6316,6792,7659,6735,3982,7329,5216,5568,6101,3045
2020-08-10,2969,1104,1652,4886,4789,5345,5697,7224,4744,3603,4355,3258,4231,5372,6352,6849,7702,6780,4013,7370,5253,5625,6167,3093
2020-08-11,2997,1111,1672,4948,4824,5386,5744,7270,4784,3635,4382,3304,4252,5398,6394,6885,7737,6824,4042,7398,5294,5687,6227,3111
2020-08-12,3021,1115,1695,5019,4853,5415,5792,7348,4811,3653,4401,3336,4265,5412,6437,6926,7771,6850,4079,7454,5327,5728,6303,3133
2020-08-13,3044,1126,1713,5106,4896,5464,5844,7415,4849,3694,4425,3376,4288,5449,6484,6972,7830,6884,4120,7515,5375,5773,6392,3156
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-15,3089,1147,1752,5230,4979,5535,5936,7501,4918,3778,4466,3452,4406,5520,6566,7065,7945,6978,4189,7626,5458,5891,6560,3235
2020-08-16,3113,1163,1782,5308,5037,5583,5980,7548,4966,3808,4506,3489,4429,5563,6625,7125,7999,7024,4242,7697,5503,5959,6658,3261
2020-08-17,3133,1150,1798,5348,5091,5620,6005,7582,5001,3812,4520,3519,4439,5597,6657,7171,8042,7066,4248,7749,5541,6043,6675,3272
2020-08-18,3140,1156,1810,5382,5121,5654,6034,7632,5040,3833,4537,3559,4458,5626,6696,7212,8070,7096,4265,7786,5570,6091,6732,3282
2020-08-19,3168,1160,1817,5438,5149,5687,6066,7660,5062,3858,4548,3589,4476,5654,6733,7261,8106,7138,4302,7844,5634,6159,6815,3318
2020-08-20,3198,1165,1835,5501,5200,5720,6132,7736,5093,3889,4579,3627,4507,5686,6782,7319,8158,7179,4336,7895,5673,6217,6894,3371
2020-08-21,3225,1168,1848,5566,5271,5757,6186,7807,5144,3931,4601,3666,4542,5731,6821,7380,8223,7217,4379,7939,5715,6301,7055,3419
2020-08-22,3270,1178,1875,5622,5325,5781,6220,7854,5194,3971,4633,3720,4587,5766,6854,7476,8296,7274,4456,8019,5767,6403,7202,3473
2020-08-23,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-24,3365,1195,1917,5716,5395,5853,6304,7926,5271,4041,4677,3802,4636,5831,6922,7574,8370,7371,4557,8144,5865,6532,7408,3548
2020-08-25,3382,1202,1930,5748,5420,5882,6328,7959,5295,4054,4707,3820,4649,5846,6957,7644,8405,7383,4591,8179,5895,6594,7469,3569
2020-08-26,3393,1206,1939,5788,5440,5893,6355,7976,5313,4068,4723,3834,4670,5863,6979,7673,8420,7408,4614,8209,5926,6654,7507,3594
2020-08-27,3463,1212,1962,5874,5497,5937,6418,8048,5360,4111,4782,3916,4700,5895,7055,7804,8487,7475,4687,8288,6000,6783,7685,3677
2020-08-28,3500,1219,1978,5956,5531,5980,6465,8096,5401,4152,4806,3970,4726,5929,7114,7884,8546,7518,4744,8365,6036,6913,7846,3736
2020-08-29,3533,1232,2000,6014,5550,6029,6516,8156,5442,4183,4841,4026,4749,5964,7160,7952,8602,7568,4781,8453,6095,6989,7974,3782
2020-08-30,3570,1241,2033,6075,5593,6069,6577,8211,5490,4213,4869,4102,4776,6005,7245,8017,8681,7621,4850,8539,6146,7064,8110,3833
2020-08-31,3614,1247,2052,6133,5619,6102,6603,8263,5552,4233,4900,4157,4794,6028,7299,8108,8727,7670,4912,8635,6200,7141,8227,3889
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-02,3647,1256,2100,6237,5693,6169,6669,8373,5623,4300,4963,4236,4867,6077,7428,8246,8818,7769,5000,8786,6333,7324,8404,3958
2020-09-03,3682,1261,2115,6337,5733,6229,6730,8467,5671,4334,5015,4313,4904,6135,7496,8354,8913,7838,5047,8876,6427,7430,8521,3995
2020-09-04,3703,1271,2125,6387,5779,6253,6756,8521,5731,4340,5044,4367,4896,6178,7577,8475,8987,7897,5095,8938,6487,7513,8633,4033
2020-09-05,3773,1285,2143,6487,5829,6318,6826,8595,5784,4371,5088,4433,4932,6232,7662,8576,9088,7974,5187,9061,6593,7627,8816,4125
2020-09-06,3812,1290,2175,6570,5874,6347,6880,8677,5853,4414,5120,4481,4980,6279,7781,8694,9187,8072,5273,9146,6704,7741,8945,4179
2020-09-07,3862,1305,2202,6675,5925,6406,6927,8748,5933,4451,5160,4552,5028,6343,7872,8828,9310,8138,5368,9249,6793,7854,9105,4247
2020-09-08,3902,1318,2219,6738,5963,6470,6968,8817,5991,4488,5200,4619,5105,6401,7975,8943,9386,8207,5459,9340,6894,7975,9230,4287
2020-09-09,3949,1328,2240,6869,6012,6521,7028,8858,6038,4518,5229,4657,5147,6433,8054,9037,9478,8275,5529,9414,6986,8050,9348,4322
2020-09-10,3991,1347,2261,6978,6090,6588,7109,8953,6121,4590,5285,4725,5206,6482,8141,9206,9565,8384,5620,9572,7114,8183,9517,4407
2020-09-11,4019,1369,2290,7096,6165,6682,7213,9042,6212,4656,5354,4794,5280,6566,8249,9333,9676,8467,5713,9724,7210,8330,9713,4509
2020-09-12,4060,1385,2326,7181,6231,6757,7290,9137,6279,4708,5403,4879,5361,6618,8350,9485,9793,8548,5811,9824,7335,8477,9864,4580
2020-09-13,4118,1405,2353,7313,6303,6817,7356,9257,6350,4772,5453,4940,5429,6681,8449,9666,9908,8611,5887,9967,7446,8641,10056,4678
2020-09-14,4192,1430,2390,7439,6352,6888,7418,9343,6432,4836,5498,5020,5496,6722,8515,9812,10027,8679,5970,10079,7553,8757,10223,4746
2020-09-15,4215,1455,2412,7546,6426,6953,7482,9471,6532,4916,5624,5104,5566,6773,8605,9983,10139,8770,6055,10213,7690,8894,10395,4831
2020-09-16,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-17,4305,1487,2461,7745,6532,7065,7586,9597,6700,5016,5717,5309,5675,6884,8749,10331,10375,8874,6203,10427,7895,9112,10733,4950
2020-09-18,4367,1501,2498,7848,6594,7134,7657,9704,6794,5094,5792,5420,5715,6935,8871,10475,10517,9004,6282,10548,7987,9272,10927,5038
2020-09-19,4422,1520,2546,7976,6672,7211,7717,9788,6887,5167,5855,5492,5777,6986,8977,10638,10627,9081,6354,10682,8088,9386,11106,5120
2020-09-20,4480,1533,2585,8068,6746,7285,7818,9889,6990,5222,5906,5595,5848,7057,9073,10789,10718,9187,6433,10791,8190,9509,11265,5209
2020-09-21,4535,1554,2621,8174,6809,7354,7879,9965,7068,5283,5956,5711,5923,7136,9164,10939,10838,9285,6492,10922,8287,9638,11450,5290
2020-09-22,4559,1563,2642,8249,6879,7406,7931,10029,7140,5338,6010,5792,5977,7192,9244,11084,10940,9390,6569,11054,8364,9746,11580,5328
2020-09-23,4593,1577,2667,8344,6947,7453,7971,10093,7180,5374,6051,5864,6022,7240,9299,11211,11044,9456,6633,11153,8437,9816,11724,5364
2020-09-24,4637,1595,2701,8456,7016,7519,8037,10200,7277,5433,6096,5976,6092,7304,9397,11391,11178,9536,6737,11277,8535,9950,11954,5441
2020-09-25,4669,1608,2722,8565,7077,7568,8088,10302,7356,5513,6163,6051,6144,7376,9479,11539,11299,9585,6824,11403,8646,10094,12156,5523
2020-09-26,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-27,4775,1625,2778,8779,7206,7691,8208,10432,7529,5603,6258,6216,6257,7475,9620,11863,11521,9751,6980,11651,8842,10355,12518,5655
2020-09-28,4840,1635,2806,8912,7260,7774,8280,10512,7612,5669,6309,6310,6323,7534,9683,11997,11632,9875,7070,11788,8954,10492,12743,5714
2020-09-29,4886,1644,2825,9060,7326,7841,8356,10595,7678,5721,6362,6399,6392,7599,9769,12165,11780,9944,7134,11875,9076,10600,12857,5771
2020-09-30,4920,1654,2849,9149,7375,7873,8406,10655,7730,5756,6419,6470,6448,7645,9824,12274,11863,10042,7211,11990,9180,10713,13007,5812
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-02,4990,1672,2914,9418,7463,8026,8529,10830,7881,5865,6497,6662,6580,7800,10031,12589,12146,10239,7375,12276,9373,11042,13386,5987
2020-10-03,5040,1688,2949,9550,7540,8095,8591,10948,7954,5915,6557,6764,6658,7876,10123,12748,12288,10344,7464,12424,9453,11182,13625,6081
2020-10-04,5108,1699,2987,9679,7618,8169,8661,11046,8044,5965,6610,6858,6748,7963,10224,12902,12424,10413,7572,12534,9533,11313,13865,6152
2020-10-05,5190,1711,3015,9778,7682,8243,8699,11124,8121,6028,6643,6950,6816,8026,10296,13063,12574,10482,7655,12636,9628,11455,14046,6219
2020-10-06,5218,1723,3031,9881,7728,8300,8767,11197,8186,6078,6688,7039,6885,8068,10366,13188,12696,10541,7728,12720,9734,11606,14160,6274
2020-10-07,5271,1736,3053,9968,7773,8359,8828,11283,8257,6122,6731,7109,6935,8124,10431,13303,12803,10593,7816,12820,9793,11718,14263,6321
2020-10-08,5315,1750,3089,10080,7841,8436,8894,11375,8328,6204,6846,7211,7013,8223,10593,13500,12972,10714,7910,12934,10008,11916,14520,6418
2020-10-09,5373,1757,3133,10182,7885,8508,8961,11432,8416,6258,7020,7292,7122,8280,10718,13670,13108,10882,8002,13098,10256,12088,14711,6523
2020-10-10,5423,1773,3164,10313,7959,8575,9019,11511,8505,6319,7088,7396,7205,8352,10807,13839,13220,10953,8092,13220,10324,12246,14932,6623
2020-10-11,5443,1785,3192,10431,8019,8621,9067,11584,8586,6392,7149,7482,7281,8425,10919,13995,13354,11063,8160,13342,10456,12382,15114,6696
2020-10-12,5503,1797,3220,10530,8061,8667,9141,11657,8659,6447,7200,7584,7355,8509,11001,14106,13474,11159,8254,13469,10580,12546,15316,6771
